,,,,,,,,,,,,SARIMA,,
datetime2017,Humidity_2017,datetime2018,Humidity_2018,datetime2019,Humidity_2019,datetime2020,Humidity_2020,datetime2021,Humidity_2021,datetime2022,Humidity_2022,datetime_sarima,lower H_mu_actual,upper H_mu_actual
8/7/2017 22:00,50,8/7/2018 22:00,82,8/7/2019 22:00,55,8/6/2020 22:00,100,8/7/2021 22:00,57,8/7/2022 22:00,43.3102993,8/7/2021 22:00,30.90173188,55.71942443
8/7/2017 23:00,50,8/7/2018 23:00,71,8/7/2019 23:00,66,8/6/2020 23:00,98,8/7/2021 23:00,61,8/7/2022 23:00,58.99840905,8/7/2021 23:00,46.59056666,71.40825921
8/8/2017 0:00,50,8/8/2018 0:00,82,8/8/2019 0:00,56,8/7/2020 0:00,100,8/8/2021 0:00,64,8/8/2022 0:00,63.48259689,8/8/2021 0:00,51.07233204,75.89002459
8/8/2017 1:00,50,8/8/2018 1:00,84,8/8/2019 1:00,53,8/7/2020 1:00,100,8/8/2021 1:00,70,8/8/2022 1:00,64.95390381,8/8/2021 1:00,52.54554568,77.36323823
8/8/2017 2:00,50,8/8/2018 2:00,91,8/8/2019 2:00,74,8/7/2020 2:00,95,8/8/2021 2:00,70,8/8/2022 2:00,72.00171092,8/8/2021 2:00,59.59295109,84.41064363
8/8/2017 3:00,50,8/8/2018 3:00,94,8/8/2019 3:00,81,8/7/2020 3:00,100,8/8/2021 3:00,74,8/8/2022 3:00,72.28961725,8/8/2021 3:00,59.88112513,84.69881768
8/8/2017 4:00,50,8/8/2018 4:00,96,8/8/2019 4:00,72,8/7/2020 4:00,100,8/8/2021 4:00,73,8/8/2022 4:00,77.27157905,8/8/2021 4:00,64.86129379,89.67898634
8/8/2017 5:00,50,8/8/2018 5:00,95,8/8/2019 5:00,87,8/7/2020 5:00,99,8/8/2021 5:00,74,8/8/2022 5:00,73.74351422,8/8/2021 5:00,61.33252474,86.15021729
8/8/2017 6:00,50,8/8/2018 6:00,92,8/8/2019 6:00,74,8/7/2020 6:00,100,8/8/2021 6:00,74,8/8/2022 6:00,72.3478507,8/8/2021 6:00,59.93924559,84.75693814
8/8/2017 7:00,50,8/8/2018 7:00,78,8/8/2019 7:00,61,8/7/2020 7:00,97,8/8/2021 7:00,61,8/8/2022 7:00,69.69323481,8/8/2021 7:00,57.28608894,82.10378149
8/8/2017 8:00,50,8/8/2018 8:00,68,8/8/2019 8:00,50,8/7/2020 8:00,97,8/8/2021 8:00,50,8/8/2022 8:00,57.12714719,8/8/2021 8:00,44.71940841,69.53710096
8/8/2017 9:00,50,8/8/2018 9:00,61,8/8/2019 9:00,44,8/7/2020 9:00,98,8/8/2021 9:00,42,8/8/2022 9:00,48.76945977,8/8/2021 9:00,36.36037928,61.17807183
8/8/2017 10:00,50,8/8/2018 10:00,55,8/8/2019 10:00,41,8/7/2020 10:00,86,8/8/2021 10:00,36,8/8/2022 10:00,37.55612418,8/8/2021 10:00,25.14891999,49.96661254
8/8/2017 11:00,50,8/8/2018 11:00,54,8/8/2019 11:00,38,8/7/2020 11:00,79,8/8/2021 11:00,32,8/8/2022 11:00,34.12023248,8/8/2021 11:00,21.712993,46.53068555
8/8/2017 12:00,50,8/8/2018 12:00,55,8/8/2019 12:00,32,8/7/2020 12:00,81,8/8/2021 12:00,23,8/8/2022 12:00,30.86560984,8/8/2021 12:00,18.45630262,43.27399517
8/8/2017 13:00,50,8/8/2018 13:00,54,8/8/2019 13:00,31,8/7/2020 13:00,77,8/8/2021 13:00,24,8/8/2022 13:00,21.69425642,8/8/2021 13:00,9.285746564,34.10343911
8/8/2017 14:00,50,8/8/2018 14:00,44,8/8/2019 14:00,30,8/7/2020 14:00,66,8/8/2021 14:00,21,8/8/2022 14:00,24.89635099,8/8/2021 14:00,12.48737038,37.30506293
8/8/2017 15:00,50,8/8/2018 15:00,41,8/8/2019 15:00,30,8/7/2020 15:00,71,8/8/2021 15:00,23,8/8/2022 15:00,21.65115566,8/8/2021 15:00,9.242924768,34.06061732
8/8/2017 16:00,50,8/8/2018 16:00,41,8/8/2019 16:00,33,8/7/2020 16:00,70,8/8/2021 16:00,21,8/8/2022 16:00,25.96454244,8/8/2021 16:00,13.55419952,38.37189207
8/8/2017 17:00,50,8/8/2018 17:00,41,8/8/2019 17:00,50,8/7/2020 17:00,65,8/8/2021 17:00,25,8/8/2022 17:00,21.67592256,8/8/2021 17:00,9.264732824,34.08242537
8/8/2017 18:00,50,8/8/2018 18:00,53,8/8/2019 18:00,50,8/7/2020 18:00,72,8/8/2021 18:00,26,8/8/2022 18:00,24.46034463,8/8/2021 18:00,12.05101841,36.86871096
8/8/2017 19:00,50,8/8/2018 19:00,60,8/8/2019 19:00,50,8/7/2020 19:00,83,8/8/2021 19:00,29,8/8/2022 19:00,26.99000277,8/8/2021 19:00,14.57989045,39.397583
8/8/2017 20:00,50,8/8/2018 20:00,68,8/8/2019 20:00,50,8/7/2020 20:00,89,8/8/2021 20:00,33,8/8/2022 20:00,27.85467334,8/8/2021 20:00,15.44635204,40.26404459
8/8/2017 21:00,50,8/8/2018 21:00,70,8/8/2019 21:00,50,8/7/2020 21:00,93,8/8/2021 21:00,34,8/8/2022 21:00,33.89092114,8/8/2021 21:00,21.48211849,46.29981104
8/8/2017 22:00,50,8/8/2018 22:00,77,8/8/2019 22:00,50,8/7/2020 22:00,96,8/8/2021 22:00,35,8/8/2022 22:00,34.79354314,8/8/2021 22:00,22.38432675,47.2020193
8/8/2017 23:00,50,8/8/2018 23:00,80,8/8/2019 23:00,51,8/7/2020 23:00,98,8/8/2021 23:00,36,8/8/2022 23:00,35.48217079,8/8/2021 23:00,23.07444707,47.89213962
8/9/2017 0:00,50,8/9/2018 0:00,88,8/9/2019 0:00,63,8/8/2020 0:00,100,8/9/2021 0:00,36,8/9/2022 0:00,37.78308829,8/9/2021 0:00,25.3730277,50.19072025
8/9/2017 1:00,50,8/9/2018 1:00,90,8/9/2019 1:00,66,8/8/2020 1:00,100,8/9/2021 1:00,39,8/9/2022 1:00,36.51463537,8/9/2021 1:00,24.10579234,48.92348489
8/9/2017 2:00,50,8/9/2018 2:00,93,8/9/2019 2:00,68,8/8/2020 2:00,100,8/9/2021 2:00,39,8/9/2022 2:00,40.85735647,8/9/2021 2:00,28.44847814,53.26617069
8/9/2017 3:00,50,8/9/2018 3:00,86,8/9/2019 3:00,72,8/8/2020 3:00,100,8/9/2021 3:00,45,8/9/2022 3:00,40.49086808,8/9/2021 3:00,28.0825073,52.90019985
8/9/2017 4:00,50,8/9/2018 4:00,98,8/9/2019 4:00,82,8/8/2020 4:00,100,8/9/2021 4:00,52,8/9/2022 4:00,48.44247417,8/9/2021 4:00,36.03253217,60.85022472
8/9/2017 5:00,50,8/9/2018 5:00,97,8/9/2019 5:00,83,8/8/2020 5:00,100,8/9/2021 5:00,64,8/9/2022 5:00,52.85239536,8/9/2021 5:00,40.44185044,65.25954299
8/9/2017 6:00,50,8/9/2018 6:00,87,8/9/2019 6:00,85,8/8/2020 6:00,100,8/9/2021 6:00,54,8/9/2022 6:00,64.17787625,8/9/2021 6:00,51.76899829,76.58669084
8/9/2017 7:00,50,8/9/2018 7:00,78,8/9/2019 7:00,60,8/8/2020 7:00,89,8/9/2021 7:00,51,8/9/2022 7:00,51.51583937,8/9/2021 7:00,39.10762813,63.92532068
8/9/2017 8:00,50,8/9/2018 8:00,68,8/9/2019 8:00,49,8/8/2020 8:00,85,8/9/2021 8:00,50,8/9/2022 8:00,46.59064093,8/9/2021 8:00,34.18374545,59.001438
8/9/2017 9:00,50,8/9/2018 9:00,58,8/9/2019 9:00,49,8/8/2020 9:00,84,8/9/2021 9:00,34,8/9/2022 9:00,48.75440692,8/9/2021 9:00,36.34648824,61.16418078
8/9/2017 10:00,50,8/9/2018 10:00,53,8/9/2019 10:00,45,8/8/2020 10:00,75,8/9/2021 10:00,29,8/9/2022 10:00,32.33559163,8/9/2021 10:00,19.92665109,44.74434364
8/9/2017 11:00,50,8/9/2018 11:00,51,8/9/2019 11:00,43,8/8/2020 11:00,70,8/9/2021 11:00,29,8/9/2022 11:00,27.63761602,8/9/2021 11:00,15.23000257,40.04769512
8/9/2017 12:00,50,8/9/2018 12:00,45,8/9/2019 12:00,41,8/8/2020 12:00,67,8/9/2021 12:00,28,8/9/2022 12:00,28.3727284,8/9/2021 12:00,15.96372331,40.78141586
8/9/2017 13:00,50,8/9/2018 13:00,48,8/9/2019 13:00,38,8/8/2020 13:00,67,8/9/2021 13:00,22,8/9/2022 13:00,27.96922902,8/9/2021 13:00,15.56034978,40.37804233
8/9/2017 14:00,50,8/9/2018 14:00,45,8/9/2019 14:00,36,8/8/2020 14:00,58,8/9/2021 14:00,22,8/9/2022 14:00,22.57472841,8/9/2021 14:00,10.16600737,34.98369992
8/9/2017 15:00,50,8/9/2018 15:00,47,8/9/2019 15:00,34,8/8/2020 15:00,63,8/9/2021 15:00,22,8/9/2022 15:00,22.47657784,8/9/2021 15:00,10.06832615,34.8860187
8/9/2017 16:00,50,8/9/2018 16:00,44,8/9/2019 16:00,36,8/8/2020 16:00,61,8/9/2021 16:00,24,8/9/2022 16:00,23.17207649,8/9/2021 16:00,10.76291441,35.58060696
8/9/2017 17:00,50,8/9/2018 17:00,47,8/9/2019 17:00,38,8/8/2020 17:00,96,8/9/2021 17:00,26,8/9/2022 17:00,23.0431239,8/9/2021 17:00,10.63281531,35.45050786
8/9/2017 18:00,50,8/9/2018 18:00,53,8/9/2019 18:00,44,8/8/2020 18:00,98,8/9/2021 18:00,26,8/9/2022 18:00,27.53118673,8/9/2021 18:00,15.12097903,39.93867158
8/9/2017 19:00,50,8/9/2018 19:00,55,8/9/2019 19:00,50,8/8/2020 19:00,98,8/9/2021 19:00,28,8/9/2022 19:00,24.82323538,8/9/2021 19:00,12.4143393,37.23203185
8/9/2017 20:00,50,8/9/2018 20:00,66,8/9/2019 20:00,51,8/8/2020 20:00,99,8/9/2021 20:00,34,8/9/2022 20:00,24.98938012,8/9/2021 20:00,12.581786,37.39947854
8/9/2017 21:00,50,8/9/2018 21:00,72,8/9/2019 21:00,53,8/8/2020 21:00,100,8/9/2021 21:00,37,8/9/2022 21:00,36.42064483,8/9/2021 21:00,24.01155114,48.82924369
8/9/2017 22:00,50,8/9/2018 22:00,66,8/9/2019 22:00,65,8/8/2020 22:00,100,8/9/2021 22:00,33,8/9/2022 22:00,37.64181452,8/9/2021 22:00,25.2329714,50.05066395
8/9/2017 23:00,50,8/9/2018 23:00,66,8/9/2019 23:00,60,8/8/2020 23:00,100,8/9/2021 23:00,42,8/9/2022 23:00,32.49777683,8/9/2021 23:00,20.09029453,44.90798708
8/10/2017 0:00,50,8/10/2018 0:00,80,8/10/2019 0:00,75,8/9/2020 0:00,100,8/10/2021 0:00,48,8/10/2022 0:00,42.40692326,8/10/2021 0:00,29.99824289,54.81593544
8/10/2017 1:00,50,8/10/2018 1:00,86,8/10/2019 1:00,80,8/9/2020 1:00,100,8/10/2021 1:00,46,8/10/2022 1:00,50.56242064,8/10/2021 1:00,38.15307005,62.9707626
8/10/2017 2:00,50,8/10/2018 2:00,86,8/10/2019 2:00,78,8/9/2020 2:00,100,8/10/2021 2:00,50,8/10/2022 2:00,47.14350835,8/10/2021 2:00,34.73511775,59.5528103
8/10/2017 3:00,50,8/10/2018 3:00,93,8/10/2019 3:00,80,8/9/2020 3:00,100,8/10/2021 3:00,59,8/10/2022 3:00,52.29485333,8/10/2021 3:00,39.8860674,64.70375995
8/10/2017 4:00,50,8/10/2018 4:00,92,8/10/2019 4:00,86,8/9/2020 4:00,100,8/10/2021 4:00,62,8/10/2022 4:00,62.004076,8/10/2021 4:00,49.59459148,74.41228402
8/10/2017 5:00,50,8/10/2018 5:00,98,8/10/2019 5:00,84,8/9/2020 5:00,98,8/10/2021 5:00,70,8/10/2022 5:00,63.67251929,8/10/2021 5:00,51.26097513,76.07866768
8/10/2017 6:00,50,8/10/2018 6:00,82,8/10/2019 6:00,82,8/9/2020 6:00,94,8/10/2021 6:00,70,8/10/2022 6:00,69.79375591,8/10/2021 6:00,57.38527127,82.20296382
8/10/2017 7:00,50,8/10/2018 7:00,72,8/10/2019 7:00,66,8/9/2020 7:00,85,8/10/2021 7:00,50,8/10/2022 7:00,68.21368626,8/10/2021 7:00,55.80539942,80.62309197
8/10/2017 8:00,50,8/10/2018 8:00,67,8/10/2019 8:00,58,8/9/2020 8:00,74,8/10/2021 8:00,39,8/10/2022 8:00,44.78168793,8/10/2021 8:00,32.37391339,57.19160594
8/10/2017 9:00,50,8/10/2018 9:00,61,8/10/2019 9:00,52,8/9/2020 9:00,68,8/10/2021 9:00,31,8/10/2022 9:00,35.96530214,8/10/2021 9:00,23.5579331,48.37562565
8/10/2017 10:00,50,8/10/2018 10:00,55,8/10/2019 10:00,49,8/9/2020 10:00,60,8/10/2021 10:00,31,8/10/2022 10:00,30.11824303,8/10/2021 10:00,17.70909122,42.52678377
8/10/2017 11:00,50,8/10/2018 11:00,56,8/10/2019 11:00,43,8/9/2020 11:00,63,8/10/2021 11:00,26,8/10/2022 11:00,28.43465877,8/10/2021 11:00,16.02760474,40.84529729
8/10/2017 12:00,32.863,8/10/2018 12:00,54,8/10/2019 12:00,43,8/9/2020 12:00,56,8/10/2021 12:00,25,8/10/2022 12:00,24.16334477,8/10/2021 12:00,11.75477913,36.57247168
8/10/2017 13:00,28.423,8/10/2018 13:00,49,8/10/2019 13:00,40,8/9/2020 13:00,51,8/10/2021 13:00,22,8/10/2022 13:00,25.76017025,8/10/2021 13:00,13.35116776,38.1688603
8/10/2017 14:00,23.816,8/10/2018 14:00,37,8/10/2019 14:00,34,8/9/2020 14:00,50,8/10/2021 14:00,25,8/10/2022 14:00,21.91066032,8/10/2021 14:00,9.50239461,34.32008716
8/10/2017 15:00,28.248,8/10/2018 15:00,38,8/10/2019 15:00,29,8/9/2020 15:00,61,8/10/2021 15:00,24,8/10/2022 15:00,25.30218311,8/10/2021 15:00,12.89408331,37.71177586
8/10/2017 16:00,25.268,8/10/2018 16:00,43,8/10/2019 16:00,32,8/9/2020 16:00,60,8/10/2021 16:00,26,8/10/2022 16:00,26.18918438,8/10/2021 16:00,13.77948954,38.59718209
8/10/2017 17:00,23.995,8/10/2018 17:00,48,8/10/2019 17:00,39,8/9/2020 17:00,51,8/10/2021 17:00,25,8/10/2022 17:00,26.19601179,8/10/2021 17:00,13.78479935,38.6024919
8/10/2017 18:00,30.504,8/10/2018 18:00,49,8/10/2019 18:00,40,8/9/2020 18:00,64,8/10/2021 18:00,36,8/10/2022 18:00,24.15557039,8/10/2021 18:00,11.74670921,36.56440176
8/10/2017 19:00,35.093,8/10/2018 19:00,47,8/10/2019 19:00,47,8/9/2020 19:00,74,8/10/2021 19:00,40,8/10/2022 19:00,38.64630462,8/10/2021 19:00,26.23621954,51.05391209
8/10/2017 20:00,39.944,8/10/2018 20:00,56,8/10/2019 20:00,56,8/9/2020 20:00,76,8/10/2021 20:00,40,8/10/2022 20:00,39.47624858,8/10/2021 20:00,27.0672845,51.88497705
8/10/2017 21:00,47.407,8/10/2018 21:00,70,8/10/2019 21:00,51,8/9/2020 21:00,85,8/10/2021 21:00,41,8/10/2022 21:00,40.26924844,8/10/2021 21:00,27.86135371,52.67904626
8/10/2017 22:00,45.493,8/10/2018 22:00,62,8/10/2019 22:00,54,8/9/2020 22:00,85,8/10/2021 22:00,43,8/10/2022 22:00,40.27315002,8/10/2021 22:00,27.86509488,52.68278743
8/10/2017 23:00,58.2,8/10/2018 23:00,69,8/10/2019 23:00,69,8/9/2020 23:00,84,8/10/2021 23:00,47,8/10/2022 23:00,44.06226675,8/10/2021 23:00,31.65377561,56.47146816
8/11/2017 0:00,55.143,8/11/2018 0:00,73,8/11/2019 0:00,66,8/10/2020 0:00,90,8/11/2021 0:00,51,8/11/2022 0:00,47.41396765,8/11/2021 0:00,35.00484743,59.82253998
8/11/2017 1:00,59.937,8/11/2018 1:00,81,8/11/2019 1:00,80,8/10/2020 1:00,88,8/11/2021 1:00,60,8/11/2022 1:00,52.46783388,8/11/2021 1:00,40.05925645,64.87694899
8/11/2017 2:00,62.19,8/11/2018 2:00,87,8/11/2019 2:00,69,8/10/2020 2:00,89,8/11/2021 2:00,62,8/11/2022 2:00,61.21185263,8/11/2021 2:00,48.80377628,73.62146883
8/11/2017 3:00,70.041,8/11/2018 3:00,91,8/11/2019 3:00,85,8/10/2020 3:00,95,8/11/2021 3:00,65,8/11/2022 3:00,64.88703584,8/11/2021 3:00,52.47786288,77.29555543
8/11/2017 4:00,76.535,8/11/2018 4:00,93,8/11/2019 4:00,92,8/10/2020 4:00,89,8/11/2021 4:00,75,8/11/2022 4:00,67.77223392,8/11/2021 4:00,55.36265597,80.18034852
8/11/2017 5:00,80.944,8/11/2018 5:00,96,8/11/2019 5:00,93,8/10/2020 5:00,96,8/11/2021 5:00,77,8/11/2022 5:00,77.73032166,8/11/2021 5:00,65.31837889,90.13607144
8/11/2017 6:00,72.537,8/11/2018 6:00,89,8/11/2019 6:00,87,8/10/2020 6:00,93,8/11/2021 6:00,74,8/11/2022 6:00,74.56863086,8/11/2021 6:00,62.1608341,86.97852665
8/11/2017 7:00,60.277,8/11/2018 7:00,75,8/11/2019 7:00,67,8/10/2020 7:00,80,8/11/2021 7:00,61,8/11/2022 7:00,71.13593779,8/11/2021 7:00,58.72869568,83.54638823
8/11/2017 8:00,49.556,8/11/2018 8:00,67,8/11/2019 8:00,56,8/10/2020 8:00,69,8/11/2021 8:00,54,8/11/2022 8:00,57.2391186,8/11/2021 8:00,44.83092706,69.64861961
8/11/2017 9:00,41.305,8/11/2018 9:00,54,8/11/2019 9:00,49,8/10/2020 9:00,64,8/11/2021 9:00,52,8/11/2022 9:00,51.60488398,8/11/2021 9:00,39.1975805,64.01527304
8/11/2017 10:00,39.773,8/11/2018 10:00,52,8/11/2019 10:00,43,8/10/2020 10:00,57,8/11/2021 10:00,44,8/11/2022 10:00,50.44063859,8/11/2021 10:00,38.03232382,62.85001636
8/11/2017 11:00,31.823,8/11/2018 11:00,51,8/11/2019 11:00,42,8/10/2020 11:00,57,8/11/2021 11:00,47,8/11/2022 11:00,42.41722494,8/11/2021 11:00,30.00929821,54.82699076
8/11/2017 12:00,30.504,8/11/2018 12:00,52,8/11/2019 12:00,35,8/10/2020 12:00,52,8/11/2021 12:00,42,8/11/2022 12:00,46.05308125,8/11/2021 12:00,33.64418373,58.46187628
8/11/2017 13:00,28.877,8/11/2018 13:00,46,8/11/2019 13:00,27,8/10/2020 13:00,41,8/11/2021 13:00,39,8/11/2022 13:00,40.4561144,8/11/2021 13:00,28.04832885,52.8660214
8/11/2017 14:00,25.378,8/11/2018 14:00,42,8/11/2019 14:00,29,8/10/2020 14:00,39,8/11/2021 14:00,38,8/11/2022 14:00,39.54741738,8/11/2021 14:00,27.13860855,51.9563011
8/11/2017 15:00,14.025,8/11/2018 15:00,55,8/11/2019 15:00,30,8/10/2020 15:00,42,8/11/2021 15:00,41,8/11/2022 15:00,39.35445492,8/11/2021 15:00,26.94548033,51.76317288
8/11/2017 16:00,18.396,8/11/2018 16:00,60,8/11/2019 16:00,32,8/10/2020 16:00,41,8/11/2021 16:00,56,8/11/2022 16:00,41.94231147,8/11/2021 16:00,29.5332678,54.35096035
8/11/2017 17:00,22.973,8/11/2018 17:00,62,8/11/2019 17:00,33,8/10/2020 17:00,46,8/11/2021 17:00,50,8/11/2022 17:00,58.26194151,8/11/2021 17:00,45.850586,70.66827855
8/11/2017 18:00,27.036,8/11/2018 18:00,70,8/11/2019 18:00,34,8/10/2020 18:00,52,8/11/2021 18:00,50,8/11/2022 18:00,50.23697674,8/11/2021 18:00,37.82711961,62.64481215
8/11/2017 19:00,31.274,8/11/2018 19:00,69,8/11/2019 19:00,34,8/10/2020 19:00,64,8/11/2021 19:00,76,8/11/2022 19:00,50.30427276,8/11/2021 19:00,37.89528552,62.71297807
8/11/2017 20:00,34.529,8/11/2018 20:00,65,8/11/2019 20:00,32,8/10/2020 20:00,71,8/11/2021 20:00,74,8/11/2022 20:00,75.53552628,8/11/2021 20:00,63.12770546,87.945398
8/11/2017 21:00,35.543,8/11/2018 21:00,81,8/11/2019 21:00,37,8/10/2020 21:00,80,8/11/2021 21:00,79,8/11/2022 21:00,73.5070811,8/11/2021 21:00,61.10000238,85.91769493
8/11/2017 22:00,39.213,8/11/2018 22:00,71,8/11/2019 22:00,46,8/10/2020 22:00,70,8/11/2021 22:00,93,8/11/2022 22:00,80.44223494,8/11/2021 22:00,68.03344859,92.85114114
8/11/2017 23:00,37.696,8/11/2018 23:00,76,8/11/2019 23:00,52,8/10/2020 23:00,68,8/11/2021 23:00,91,8/11/2022 23:00,93.46537117,8/11/2021 23:00,81.057911,105.8756035
8/12/2017 0:00,40.291,8/12/2018 0:00,69,8/12/2019 0:00,52,8/11/2020 0:00,78,8/12/2021 0:00,90,8/12/2022 0:00,92.51042985,8/12/2021 0:00,80.10081738,104.9185099
8/12/2017 1:00,40.402,8/12/2018 1:00,74,8/12/2019 1:00,65,8/11/2020 1:00,87,8/12/2021 1:00,98,8/12/2022 1:00,91.4567479,8/12/2021 1:00,79.04765627,103.8653488
8/12/2017 2:00,40.508,8/12/2018 2:00,75,8/12/2019 2:00,66,8/11/2020 2:00,90,8/12/2021 2:00,100,8/12/2022 2:00,99.88408879,8/12/2021 2:00,87.47539955,112.2930921
8/12/2017 3:00,52.693,8/12/2018 3:00,70,8/12/2019 3:00,71,8/11/2020 3:00,94,8/12/2021 3:00,100,8/12/2022 3:00,101.9463257,8/12/2021 3:00,89.53755843,114.355251
8/12/2017 4:00,48.759,8/12/2018 4:00,78,8/12/2019 4:00,76,8/11/2020 4:00,95,8/12/2021 4:00,100,8/12/2022 4:00,100.4154791,8/12/2021 4:00,88.00639413,112.8240867
8/12/2017 5:00,57.243,8/12/2018 5:00,87,8/12/2019 5:00,80,8/11/2020 5:00,96,8/12/2021 5:00,100,8/12/2022 5:00,103.0221339,8/12/2021 5:00,90.60982549,115.427518
8/12/2017 6:00,59.415,8/12/2018 6:00,72,8/12/2019 6:00,73,8/11/2020 6:00,89,8/12/2021 6:00,100,8/12/2022 6:00,99.43640941,8/12/2021 6:00,87.02698055,111.8446731
8/12/2017 7:00,45.718,8/12/2018 7:00,65,8/12/2019 7:00,58,8/11/2020 7:00,62,8/12/2021 7:00,87,8/12/2022 7:00,92.66864527,8/12/2021 7:00,80.26343703,105.0811296
8/12/2017 8:00,38.347,8/12/2018 8:00,53,8/12/2019 8:00,49,8/11/2020 8:00,61,8/12/2021 8:00,68,8/12/2022 8:00,83.67087984,8/12/2021 8:00,71.26261473,96.08030728
8/12/2017 9:00,34.403,8/12/2018 9:00,45,8/12/2019 9:00,47,8/11/2020 9:00,56,8/12/2021 9:00,52,8/12/2022 9:00,64.30163964,8/12/2021 9:00,51.89409744,76.71178999
8/12/2017 10:00,33.039,8/12/2018 10:00,42,8/12/2019 10:00,43,8/11/2020 10:00,51,8/12/2021 10:00,48,8/12/2022 10:00,46.97088094,8/12/2021 10:00,34.56323991,59.38093246
8/12/2017 11:00,30.481,8/12/2018 11:00,40,8/12/2019 11:00,42,8/11/2020 11:00,50,8/12/2021 11:00,44,8/12/2022 11:00,47.52776422,8/12/2021 11:00,35.11869955,59.9363921
8/12/2017 12:00,30.298,8/12/2018 12:00,36,8/12/2019 12:00,42,8/11/2020 12:00,45,8/12/2021 12:00,33,8/12/2022 12:00,43.33581564,8/12/2021 12:00,30.92636524,55.74405779
8/12/2017 13:00,30.436,8/12/2018 13:00,40,8/12/2019 13:00,40,8/11/2020 13:00,41,8/12/2021 13:00,29,8/12/2022 13:00,31.08922076,8/12/2021 13:00,18.68072311,43.49841566
8/12/2017 14:00,38.275,8/12/2018 14:00,34,8/12/2019 14:00,34,8/11/2020 14:00,40,8/12/2021 14:00,30,8/12/2022 14:00,29.03311502,8/12/2021 14:00,16.62423188,41.44192443
8/12/2017 15:00,38.706,8/12/2018 15:00,34,8/12/2019 15:00,33,8/11/2020 15:00,35,8/12/2021 15:00,32,8/12/2022 15:00,31.8364977,8/12/2021 15:00,19.42714373,44.24483627
8/12/2017 16:00,42.787,8/12/2018 16:00,41,8/12/2019 16:00,30,8/11/2020 16:00,42,8/12/2021 16:00,32,8/12/2022 16:00,35.29884805,8/12/2021 16:00,22.887741,47.70543354
8/12/2017 17:00,39.979,8/12/2018 17:00,42,8/12/2019 17:00,30,8/11/2020 17:00,47,8/12/2021 17:00,30,8/12/2022 17:00,33.30050505,8/12/2021 17:00,20.88925456,45.70694711
8/12/2017 18:00,33.29,8/12/2018 18:00,49,8/12/2019 18:00,31,8/11/2020 18:00,53,8/12/2021 18:00,33,8/12/2022 18:00,29.21677928,8/12/2021 18:00,16.80729022,41.62498277
8/12/2017 19:00,33.176,8/12/2018 19:00,67,8/12/2019 19:00,39,8/11/2020 19:00,64,8/12/2021 19:00,38,8/12/2022 19:00,33.8740809,8/12/2021 19:00,21.46398131,46.28167386
8/12/2017 20:00,32.132,8/12/2018 20:00,62,8/12/2019 20:00,40,8/11/2020 20:00,65,8/12/2021 20:00,38,8/12/2022 20:00,38.41287517,8/12/2021 20:00,26.00379031,50.82148285
8/12/2017 21:00,33.454,8/12/2018 21:00,62,8/12/2019 21:00,46,8/11/2020 21:00,76,8/12/2021 21:00,44,8/12/2022 21:00,39.60932737,8/12/2021 21:00,27.20049888,52.01819143
8/12/2017 22:00,37.928,8/12/2018 22:00,67,8/12/2019 22:00,49,8/11/2020 22:00,78,8/12/2021 22:00,54,8/12/2022 22:00,44.48577678,8/12/2021 22:00,32.07673709,56.89442964
8/12/2017 23:00,70.46,8/12/2018 23:00,72,8/12/2019 23:00,52,8/11/2020 23:00,72,8/12/2021 23:00,57,8/12/2022 23:00,55.33456577,8/12/2021 23:00,42.92636739,67.74405994
8/13/2017 0:00,71.443,8/13/2018 0:00,81,8/13/2019 0:00,56,8/12/2020 0:00,83,8/13/2021 0:00,65,8/13/2022 0:00,59.36534752,8/13/2021 0:00,46.95579212,71.77348467
8/13/2017 1:00,69,8/13/2018 1:00,81,8/13/2019 1:00,69,8/12/2020 1:00,85,8/13/2021 1:00,61,8/13/2022 1:00,67.2035149,8/13/2021 1:00,54.79438018,79.61207273
8/13/2017 2:00,62.788,8/13/2018 2:00,90,8/13/2019 2:00,75,8/12/2020 2:00,80,8/13/2021 2:00,68,8/13/2022 2:00,62.02570848,8/13/2021 2:00,49.61704694,74.43473949
8/13/2017 3:00,66.847,8/13/2018 3:00,91,8/13/2019 3:00,75,8/12/2020 3:00,89,8/13/2021 3:00,74,8/13/2022 3:00,70.15653535,8/13/2021 3:00,57.74780987,82.56550242
8/13/2017 4:00,75.148,8/13/2018 4:00,90,8/13/2019 4:00,83,8/12/2020 4:00,93,8/13/2021 4:00,76,8/13/2022 4:00,77.86468881,8/13/2021 4:00,65.45409627,90.27178882
8/13/2017 5:00,100.076,8/13/2018 5:00,96,8/13/2019 5:00,80,8/12/2020 5:00,95,8/13/2021 5:00,76,8/13/2022 5:00,78.11205729,8/13/2021 5:00,65.70096284,90.51865538
8/13/2017 6:00,100.088,8/13/2018 6:00,88,8/13/2019 6:00,77,8/12/2020 6:00,85,8/13/2021 6:00,67,8/13/2022 6:00,75.04071201,8/13/2021 6:00,62.63156561,87.44925816
8/13/2017 7:00,100.08,8/13/2018 7:00,73,8/13/2019 7:00,62,8/12/2020 7:00,68,8/13/2021 7:00,57,8/13/2022 7:00,63.7065776,8/13/2021 7:00,51.29838454,76.11607709
